,YEAR,SITEID,PLOTID,SITE.PLOT,RC_INTERP,ESG,STM,STATE_INTERP,PHASE_INTERP,REFERENCENUM,REFERENCE,ESGEN,ACHNA,ANNUAL,ARAD,ARFRI,BARTEM,CLEIST,CXDU,LEYM,ELCHN,MEADPF,MEADPG,NISB,PPFF,PPGG,SMBPG,STBA,STGBGL,STGR,STIPA,STKR,SRC,GOOD ARTEMISIA,HIMTNMEADOWSPP,OTHER ALLIUM,SHRUB,SUB-SHRUB,CXPED,POTAC,POTBI,PCT.FOLIAR.COVER,PCT.BARE.SOIL,SPECIES.COUNT,SITENAME,LINEID,TOTALWTHECTARE
66,2012,AR-TARIAT,TSAGAANNUUR-SORT,AR-Tariat / Tsagaannuur-Sort,I,Loamy,2,1,1.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,12.25,0,32.5,0,0,69.25,23.5,23.5,0,0,0,49.5,10.25,15,0,0,0,0,0,0,5.75,0,0.25,0,0,0,0.5,2.25,95,2.75,29,Arhangai-Tariat,1,434.4101868
67,2012,AR-TSAHIR,BAYAN GOL-AR TEELIIN AM,AR-Tsahir / Bayan gol-Ar teeliin am,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,2.5,0,1.25,1,1.25,0,0,0,0.5,1.25,0,24,3.25,20,0.75,0,0,0,1.25,1,29.25,0,1.75,0,0,0,0,2.25,100,NA,44,Arhangai-Tsahir,1,42.20098877
68,2012,AR-TSAHIR,HANUUL-SALHITIIN AM,AR-Tsahir / Hanuul-Salhitiin am,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,3.75,1,0.75,1.5,2.25,0,0,0,1.25,3,0,44,10.75,27.25,2,0,0,0,1.25,0,28.75,0,8,0.25,0.25,0,0,8.25,100,NA,48,Arhangai-Tsahir,1,52.80122757
69,2012,AR-TSAHIR,TSAHIR-OMBOG,AR-Tsahir / Tsahir-Ombog,II,Loamy,2,2,2.1,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.75,0.75,1.5,3.75,0,1.5,0,0,0,1.5,0,24.25,7.25,26.75,2,0,0,0,1,0,26.5,0,4.25,0.25,0.5,0,0,3.25,100,NA,55,Arhangai-Tsahir,1,235.4587708
70,2012,AR-TSAHIR,TSAHIR-ONH,AR-Tsahir / Tsahir-Onh,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1.25,1,2,1.75,2.75,0,0,0,1.25,1.5,0,32,4.5,25.5,1.25,0,0,0,0.75,0,23,0,3,0,0,0,0,4.75,100,NA,48,Arhangai-Tsahir,1,47.80111313
71,2012,AR-TSENHER,ALTANOVOO- HUNHER HYASAA,AR-Tsenher / Altanovoo- Hunher hyasaa,II,Loamy,2,2,2.1,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1,0,4.25,0,0,48.75,47.75,47.75,0,0,0,17.25,2.25,0.5,0,0,0,0,24,0,0,0,0.75,0,0,0,0,12.25,95.25,1,15,Arhangai-Tsenher,1,1370.432129
72,2012,AR-TSENHER,BUILAN-BAGA URGUUT,AR-Tsenher / Builan-baga urguut,I,Loamy,2,1,1.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2012,AR-TSENHER,ORHON-TSAGDUULT,AR-Tsenher / Orhon-Tsagduult,I,High water table,5,1,1.1,1,Yes,"Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,6.25,0,2.75,0.5,0,7,0,0,7.75,0.25,0,22,7.25,15.75,0.75,0,0,0,0,0,37.25,0,0.5,0,0,1.25,0,0,91,4.25,36,Arhangai-Tsenher,1,1413.433105
74,2012,AR-TSENHER,TAMIR-TATUUR,AR-Tsenher / Tamir-Tatuur,I,Gravelly,1,1,1.2,2,No,"Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2012,AR-TSENHER,TSENHER-USTIIN AR,AR-Tsenher / Tsenher-Ustiin ar,I,High water table,5,1,1.1,1,Yes,"Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,0,0,0,0,35.5,0,0,1.25,0,0,36.75,0,23.75,8.25,0,0,0.75,0,0,9,0,0,0,0,1,0,0,93,NA,27,Arhangai-Tsenher,1,1095.62561
76,2012,AR-TSENHER,TSETSERLEG-ZOOGIIN AR,AR-Tsenher / Tsetserleg-Zoogiin ar,I,High water table,5,1,1.1,1,Yes,"Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,3.25,0,0.25,0,0,15.75,0.25,0.25,2,0,0,32.5,0.5,8.5,1.5,0,0,0,0,0,26.75,0,0,0,0,0,0,0,88.25,2.25,27,Arhangai-Tsenher,1,1204.428223
77,2012,AR-TSETSERLEG,CHULUUT-SHANGAI,AR-Tsetserleg / Chuluut-Shangai,II,Loamy,3,2,2.1,2,No,"STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2.75,0,8.75,0,0,50.75,0,0,0,4.75,0,21.75,5.25,3.75,9.5,0,0,0,0,1,2.5,0,0.5,0,1.75,0,0,0,82.25,6.75,19,Arhangai-Tsetserleg,1,421.2098389
78,2012,AR-TSETSERLEG,HONGORJ-MAILAH,AR-Tsetserleg / Hongorj-Mailah,II,Loamy,3,2,2.1,2,No,"STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.5,0,2.25,0,0,0,0,0,0,12.25,0,32,1.5,1.25,33,0,0,0,0,0,2,0,1,0,0,0,0,5.5,83.75,5.25,27,Arhangai-Tsetserleg,1,798.8186035
79,2012,AR-TSETSERLEG,HUJIRT-MAANIIN ENGER,AR-Tsetserleg / Hujirt-Maaniin enger,I,Gravelly,1,1,1.2,2,No,"Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,30.25,NA,12.25,0,3.5,NA,NA,NA,0,10,NA,53,1.75,0.75,0,0,0,0,3.5,0,8.75,0,1.25,0,0,NA,NA,NA,89.5,3.75,28,Arhangai-Tsetserleg,1,766.2179565
80,2012,AR-TSETSERLEG,IH-BULAG--MAIHAN,AR-Tsetserleg / Ih-bulag--Maihan,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,50.5,0,20.25,0,0,32,0,0,0,10,0,9.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,99,0.75,11,Arhangai-Tsetserleg,1,281.2065735
81,2012,AR-TSETSERLEG,IH BULAG-SHAR DAVAA,AR-Tsetserleg / Ih bulag-Shar davaa,I,High water table,5,1,1.1,1,Yes,"Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,0,2,0,0,4.75,0,0,2,2.25,0,47,0,9.5,0,0,0,0,4,0,0,0,2,0,0,24.75,0,0,83.75,11.5,24,Arhangai-Tsetserleg,1,586.2136841
82,2012,AR-TSETSERLEG,TUULANT-SUUJ,AR-Tsetserleg / Tuulant-Suuj,II,Loamy,2,2,2.1,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,10.25,0,7,0,1.75,26.5,0,0,0,1.5,0,33.75,1,11.25,0,0,0,0,9.75,0,3.75,0,0.5,0,0,0,0,3.75,93.75,3,30,Arhangai-Tsetserleg,1,486.2113647
83,2012,AR-TUVSHRUULEH,BAYAN-UNDUR-HUREM,AR-Tuvshruuleh / Bayan-undur-Hurem,I,Loamy,3,1,1.2,2,No,"STBA-forbs meadow rangeland in loamy fan ESG, FS",0,12.5,0.25,5.75,0.25,0,0.25,2.75,2.75,0,0,0,4.25,47.5,0.75,19.25,0,0,0,0,1,5,0,1.25,0,0,0,0,0.5,69.75,NA,18,Arhangai-Tuvshruuleh,1,940.6220093
84,2012,AR-TUVSHRUULEH,HOH-SUM- MUHAR,AR-Tuvshruuleh / Hoh-sum- Muhar,I,High water table,5,1,1.1,1,Yes,"Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,1.25,0,0,0,0,4.25,0,0,0.25,0,0,40,6.5,6.5,2,0,0,0.5,0,0,1.25,0,0,8.75,0,26.5,0,2.75,84,0.5,31,Arhangai-Tuvshruuleh,1,1883.844238
85,2012,AR-TUVSHRUULEH,ULAAN-TOLGOI-URANGIIN TOLGOI,AR-Tuvshruuleh / Ulaan-tolgoi-Urangiin tolgoi,I,Loamy,3,1,1.2,2,No,"STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.75,24,0.75,0,24.5,30.25,30.25,0,0,0,18.75,26.75,0.75,9,0,0,0,0,1,0.75,0,0,0,0,0,0,10.5,80.75,1,23,Arhangai-Tuvshruuleh,1,913.2213745
86,2012,AR-TUVSHRUULEH,URTUNT- HUITEN HUUR,AR-Tuvshruuleh / Urtunt- Huiten huur,I,High water table,5,1,1.1,1,Yes,"Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,1.25,0,1.75,0,0,11,0,0,1.25,0,0,44.75,9.25,3.25,7,0,0,1,0,0,0.25,0,0,1.25,0,12.25,0,3.25,79.25,NA,32,Arhangai-Tuvshruuleh,1,1647.838623
87,2012,AR-UGIINUUR,DOIT-TSAGAAN NUUR,AR-Ugiinuur / Doit-Tsagaan nuur,I,Sandy loam,8,1,1.1,1,Yes,"STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,25.75,NA,0.25,0,0,NA,NA,NA,0,0,NA,7.25,15,0,0,0,0,0,23,0,0,0,0,0,0,NA,NA,NA,57.5,3.25,13,Arhangai-Ugiinuur,1,1556.036377
88,2012,AR-UGIINUUR,ORHON ULAAN-OVOO,AR-Ugiinuur / Orhon Ulaan-ovoo,I,Sandy loam,8,1,1.2,2,No,"STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,14.25,0,9.25,0,0,0,1,1,0,0,0,21.5,10,4.75,0,0,0,0,31.75,0,0,0,0,0,0,0,0,0,58,4.5,23,Arhangai-Ugiinuur,1,983.0230103
89,2012,AR-UGIINUUR,TOGLOH-AGUUTIIN HUDAG,AR-Ugiinuur / Togloh-Aguutiin hudag,I,Deep Sandy,9,1,1.1,1,Yes,"Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,0,0,8,0,0,0,4.25,4.25,0,0,0,20.25,31.5,0,0,0,0,0,19.75,0,0,0,17.5,0,0,0,1,0.75,53,1.25,16,Arhangai-Ugiinuur,1,838.0195923
90,2012,AR-UGIINUUR,UGII-CHILEN,AR-Ugiinuur / Ugii-Chilen,I,Sandy loam,8,1,1.2,2,No,"STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,22.25,NA,0.25,0,0,NA,NA,NA,0,0,NA,10.75,14,0,0,0,0,0,20.75,0,0,0,0,0,0,NA,NA,NA,47.75,5,11,Arhangai-Ugiinuur,1,1471.434448
91,2012,AR-UGIINUUR,ZEGSTEI-ELST TOLGOI,AR-Ugiinuur / Zegstei-Elst tolgoi,I,Deep Sandy,9,1,1.1,1,Yes,"Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,13.25,0,10.25,0,0,0,0.5,0.5,0,0,0,18.75,10,2.5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,51.25,1.75,24,Arhangai-Ugiinuur,1,941.0219116
92,2012,AR-ULZIIT,BAISHIR- ONDOR TOLGOI,AR-Ulziit / Baishir- Ondor tolgoi,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1.75,4.25,20.5,4.25,0,22.5,0.25,0.25,0,0,0,20,8,0,0,0,0,0,19.5,0,0,0,15.25,0,0,0,1,10.5,68.5,31.5,15,Arhangai-Ulziit,1,1070.224976
93,2012,AR-ULZIIT,BODONT-ZUUH,AR-Ulziit / Bodont-Zuuh,II,Gravelly,1,2,2.1,2,No,"Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,2,2.25,11,2.25,0,29.25,0.25,0.25,6,0,0,36.25,5.75,7.25,0,0,0,0,27.25,0,0,0,9.5,0,0,0,4.5,0,74.75,25.25,27,Arhangai-Ulziit,1,1008.423645
94,2012,AR-ULZIIT,HOSHOOT-TSAGAAN SUVARGA,AR-Ulziit / hoshoot-Tsagaan suvarga,II,Loamy,2,2,2.1,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1.75,0,14.75,0,0,17.75,7,7,0,0,0,25.25,10.75,2,0,0,0,0,12.75,0,0,0,9.5,0,0,0,0,8.5,68,32,23,Arhangai-Ulziit,1,1086.025391
95,2012,AR-ULZIIT,YAMAAT-YAMAAT TOLGOI,AR-Ulziit / Yamaat-Yamaat tolgoi,II,Deep Sandy,9,2,2.1,2,No,"Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0.75,15.75,0,0,0,0,59.75,1,1,0,0,0,16,18,12.25,0,0,0,0,23.25,0,0,0,0,0,0,0,0,2,80.25,19.75,15,Arhangai-Ulziit,1,658.6154175
96,2012,AR-UNDUR-ULAAN,AZARGA-BOHON,AR-Undur-Ulaan / Azarga-Bohon,II,Loamy,2,2,2.1,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.5,0,16.25,0.5,0,88.75,0,0,0,0,0,37.5,6.5,3.75,12.25,0,0,0,0,1,0,0,12.75,0.75,0,0,12,16.5,100,NA,22,Arhangai-Undur-Ulaan,1,448.8104858
97,2012,AR-UNDUR-ULAAN,BAYANGOL-BAYANBULAG,AR-Undur-Ulaan / Bayangol-Bayanbulag,II,Loamy,3,1,1.2,2,No,"STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0.75,0.25,5.25,1,0,64.75,0,0,0,0,0,64.5,27.25,16,29,0,0,0,0,1,0,0,1.75,6.5,0,0,36.75,3.25,99.75,0.25,30,Arhangai-Undur-Ulaan,1,454.2106323
98,2012,AR-UNDUR-ULAAN,BAYANGOL-URANGIIN AM,AR-Undur-Ulaan / Bayangol-Urangiin am,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,3.25,0,29,0,0,54.5,0,0,0,0,0,63,14,4.5,0,0,0,8.75,0,1,0,0,4.75,0.25,0,0,38,1,99,1,29,Arhangai-Undur-Ulaan,1,407.4095154
99,2012,AR-UNDUR-ULAAN,BELHI-TSAGAAN BULAG,AR-Undur-Ulaan / Belhi-Tsagaan bulag,III,Loamy,2,2,2.2,2,No,"SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,6.25,0.75,0,94,0,0,0,0,0,51,8.75,2.5,0,0,0,3,0,1,0,0,13,0.75,0,0,22.5,15.25,100,NA,19,Arhangai-Undur-Ulaan,1,523.0122681
100,2012,AR-UNDUR-ULAAN,DONGOI-MUHAR HASHAAT,AR-Undur-Ulaan / Dongoi-Muhar hashaat,II,Loamy,3,2,2.1,2,No,"STBA-forbs meadow rangeland in loamy fan ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2012,AR-UNDUR-ULAAN,HANUI-TUMURT,AR-Undur-Ulaan / Hanui-Tumurt,I,Gravelly,1,1,1.2,2,No,"Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2012,BA-ALTAI,BARDAMIIN AM,BA-Altai / Bardamiin am,I,Loamy,15,1,1.1,1,Yes,"STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,5,0,0,1.25,0,0,0,0,0,0,5.25,0.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,33,38.5,11,Bayan-Ulgii-Altai,1,411.4096375
103,2012,BA-ALTAI,DAMBIIN HOSHOO,BA-Altai / Dambiin hoshoo,I,Loamy,15,1,1.1,1,Yes,"STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,2.75,0,0,2,0,0,0,0,0,0,16.75,1.5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,39.25,8.5,9,Bayan-Ulgii-Altai,1,260.006073
104,2012,BA-ALTAI,HOITGOB,BA-Altai / Hoitgob,I,Sandy loam,12,1,1.2,2,No,"STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,0,0,0,2.25,0,0,0,0,0,0.25,28.5,2,0,9.25,0,0,0,0,0,0,0,0,0,0,0,0,53.75,9.75,11,Bayan-Ulgii-Altai,1,280.0065613
105,2012,BA-ALTAI,SHARGOBI,BA-Altai / Shargobi,I,Gravelly,23,1,1.1,1,Yes,"Cryophyte cushion forbs in Gravelly hills, High mountain   ",0,0,0,10.5,0,0,22.25,0,0,0,0,0,0,9.5,0.25,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,59,11.75,9,Bayan-Ulgii-Altai,1,204.4047852
106,2012,BA-ALTANSTUGST,AGSHI,BA-Altanstugst / Agshi,I,Loamy,15,1,1.1,1,Yes,"STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,12.75,0,0,0,0,17.5,0,0,0,0,0,3.25,0.25,0,0,14.75,0,0,0,2,0,0,0,0,0,0,0,0,51,42.5,12,Bayan-Ulgii-Altantsugst,1,285.206665
107,2012,BA-ALTANSTUGST,BAYANBULAG,BA-Altanstugst / Bayanbulag,I,Gravelly,14,1,1.1,1,Yes,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,4.25,0,0.75,0,0,1,0,0,0,0,0,7.75,2.25,0,0,29,0,0,0,1,0,0,1,0,0,0,0,0,44,32.25,10,Bayan-Ulgii-Altantsugst,1,234.4054871
108,2012,BA-ALTANSTUGST,HASH,BA-Altanstugst / Hash,I,Loamy,15,1,1.1,1,Yes,"STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,6.5,0,0,0,0,3.75,0,0,0,0,0,7.5,6,0,0,11,0,0,0,1,0,0,3.25,0,0,0,0,0,43.75,49,14,Bayan-Ulgii-Altantsugst,1,229.0053558
109,2012,BA-ALTANSTUGST,ULAANHARGANA,BA-Altanstugst / Ulaanhargana,I,Gravelly,14,1,1.1,1,Yes,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,46.25,30.75,8,Bayan-Ulgii-Altantsugst,1,283.6066284
110,2012,BA-BAYANNUUR,BAYASGALANGIIN TAL,BA-Bayannuur / Bayasgalangiin tal,II,Sandy,16,2,2.1,2,No,"STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.5,NA,5.75,0,0,NA,NA,NA,0,0,NA,5.25,25.75,0,0,4,0,0,0,0,0,0,9.25,0,0,NA,NA,NA,38.75,1.25,7,Bayan-Ulgii-Bayannuur,1,156.2036438
111,2012,BA-BAYANNUUR,BODENHAR,BA-Bayannuur / Bodenhar,I,Sandy ,16,1,1.2,2,No,"STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,14.25,0,0,NA,NA,NA,0,0,NA,1,5,0,0,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,47.5,10.5,5,Bayan-Ulgii-Bayannuur,1,280.6065674
112,2012,BA-BAYANNUUR,HABTGAI HASHAA,BA-Bayannuur / Habtgai hashaa,I,Sandy ,16,1,1.2,2,No,"STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,12.75,0,0,NA,NA,NA,0,0,NA,5.75,8.25,0,0,11.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,34.25,4.75,5,Bayan-Ulgii-Bayannuur,1,179.0041809
113,2012,BA-BAYANNUUR,NUURIIN HOBOO,BA-Bayannuur / Nuuriin hoboo,I,Sandy ,16,1,1.1,1,Yes,"STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,2.5,NA,6.25,0,0,NA,NA,NA,0,0,NA,2.75,4.5,0,0,20.25,0,0,0,0,0,0,6.5,0,0,NA,NA,NA,42,7,10,Bayan-Ulgii-Bayannuur,1,205.6047974
114,2012,BA-BAYANNUUR,TSAGAAN HOSHOO,BA-Bayannuur / Tsagaan hoshoo,II,Sandy ,16,2,2.1,2,No,"STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,4.75,NA,10.25,0,0,NA,NA,NA,0,0,NA,9.25,35.75,0,0,1.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,57.75,18.5,6,Bayan-Ulgii-Bayannuur,1,172.0040283
115,2012,BA-BAYANNUUR,TSETSEGT,BA-Bayannuur / Tsetsegt,I,Gravelly,14,1,1.1,1,Yes,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,13.25,0,0,NA,NA,NA,0,0,NA,13.25,10,0,0,24.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,55,9,5,Bayan-Ulgii-Bayannuur,1,118.0027618
116,2012,BA-BUGAT,BUGA,BA-Bugat / Buga,I,Loamy,15,1,1.1,1,Yes,"STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0.75,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,31.25,0,0,0,1,0,0,1.5,0,0,0,0,1.25,39.25,18.25,8,Bayan-Ulgii-Bugat,1,170.4039764
117,2012,BA-BUGAT,HATUU,BA-Bugat / Hatuu,I,Gravelly,14,1,1.1,1,Yes,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,0,0,0,0,16.25,0,0,0,0,0,13.5,3.75,0,0,21.75,0,0,0,0,0,0,0,0,0,0,0,0,64.75,19,8,Bayan-Ulgii-Bugat,1,222.2052002
118,2012,BA-BUGAT,SHINEDABAA,BA-Bugat / Shinedabaa,I,Sandy loam,8,1,1.1,1,Yes,"STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,1.5,NA,0,0,0,NA,NA,NA,0,0,NA,1.75,21.75,1.25,0,0,0,0,36,1,0,0,0,0,0,NA,NA,NA,55.25,29,7,Bayan-Ulgii-Bugat,1,403.4094543
119,2012,BA-BULGAN,BAYANGOLIIN AM,BA-Bulgan / Bayangoliin am,I,Gravelly,25,1,1.1,1,Yes,"Big bunch grass-xerophytic-mesophytic forbs with shrubs meodow steppe in Gravelly, High mountain",2.75,0,NA,5.75,0,0,NA,NA,NA,0,0,NA,2,0.25,0,0,1.75,0,0,0,1,0,0,0,0,0,NA,NA,NA,15,NA,7,Bayan-Ulgii-Bulgan,1,110.4025803
120,2012,BA-BULGAN,BULGANII HONDII,BA-Bulgan / Bulganii hondii,I,Gravelly,23,1,1.1,1,Yes,"STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,24.5,0,0,NA,NA,NA,0,0,NA,6,0.25,0,0,7.25,0,0,0,1,0,0,0.25,0,0,NA,NA,NA,41.75,3.5,7,Bayan-Ulgii-Bulgan,1,60.60142136
121,2012,BA-BULGAN,CHUBTORIIN TOB,BA-Bulgan / Chubtoriin tob,II,Gravelly,14,2,2.1,2,No,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,2.5,0,0,NA,NA,NA,0,0,NA,13.5,0,0,0,14,0,0,0,1,0,0,0.5,0,0,NA,NA,NA,31.25,2.25,7,Bayan-Ulgii-Bulgan,1,98.2022934
122,2012,BA-BULGAN,DUND TOMORTIIN AM,BA-Bulgan / Dund tomortiin am,I,Gravelly,14,1,1.1,1,Yes,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,1,0,0,NA,NA,NA,0,0,NA,4.75,0,0,0,13.75,0,0,0,1,0,0,2,0,0,NA,NA,NA,26.25,1,8,Bayan-Ulgii-Bulgan,1,106.0024796
123,2012,BA-BULGAN,IKH KHUURAIN AM,BA-Bulgan / Ikh khuurain am,I,Gravelly,14,1,1.1,1,Yes,"Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2012,BA-BULGAN,NARIIN JARGALANT,BA-Bulgan / Nariin jargalant,II,Loamy,15,1,1.2,2,No,"STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,9.25,0,0,9.25,0,0,0,0,0,0,9.75,0,0,5.75,0,0,0,1,0,0,0,0,0,0,0,0,32,20.25,5,Bayan-Ulgii-Bulgan,1,145.4033966
125,2012,BA-BULGAN,ULAAGCHIN,BA-Bulgan / Ulaagchin,I,Gravelly,24,1,1.1,1,Yes,"Cryophyte cushion forb-small bunch grass rangeland in Gravelly hills, High mountain",0,0,0,26,0,0,12.75,0,0,0,0,0,1.5,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,44,3.5,5,Bayan-Ulgii-Bulgan,1,92.20215607
126,2012,BA-BULGAN,ULAAN DABAANII AM,BA-Bulgan / Ulaan dabaanii am,I,Gravelly,25,1,1.1,1,Yes,"Big bunch grass-xerophytic-mesophytic forbs with shrubs meodow steppe in Gravelly, High mountain",0,0,0,7.75,0,0,13,0,0,0,0,0,5.75,20.75,0,0,3.25,0,0,0,1,0,0,0,0,0,0,0,0,50.5,1,7,Bayan-Ulgii-Bulgan,1,555.0130005
127,2012,BA-BUYANT,BURTIIN HOTOL,BA-Buyant / Burtiin hotol,II,Gravelly,23,2,2.1,2,No,"STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,3.5,0,0,4.25,0,0,0,0,0,7,3.5,20,0,13.75,0,0,0,1,0,0,0,0,2.75,0,0,0,43.5,56.25,8,Bayan-Ulgii-Buyant,1,405.6094971
128,2012,BA-BUYANT,HASHAALAAGUI TALBAI,BA-Buyant / Hashaalaagui talbai,II,Sandy loam,12,2,2.1,2,No,"STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,0,0,9,45.25,0,0,0,0,0,3.25,1,1,0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,53,47,8,Bayan-Ulgii-Buyant,1,910.2213135
129,2012,BA-BUYANT,HOIT HOLTSOOTIIN AM,BA-Buyant / Hoit holtsootiin am,I,Gravelly,24,1,1.1,1,Yes,"Cryophyte cushion forb-small bunch grass rangeland in Gravelly hills, High mountain",0,0,0,0,0,0,63.5,0,0,0,0,0,21.25,0,24,0,2,0,0,0,0,3,0,0,0,2,0,0,0,83.5,16.5,9,Bayan-Ulgii-Buyant,1,992.0231934
